author,author_details,content,created_at,id,updated_at,url
Gimly,"{'name': 'Gimly', 'username': 'Ruuz', 'avatar_path': '/xUObnJSvHrFPsIpoDmb1jiQZLq7.jpg', 'rating': 8.0}","Take it with a grain of bias, because I too went to a Christian Brothers school and hated it, but I absolutely adored _Sing Street_.

It rehashes a lot of things you will have seen before, but if you're a lover of the 80's, alternative music, coming of age stories or even just good cinema, you could do a lot worse than _Sing Street_.

_Final rating:★★★★ - An all round good movie with a little something extra._",2016-09-07T08:48:48.843Z,57cfd4709251411dcd002c2b,2021-06-23T15:57:50.858Z,https://www.themoviedb.org/review/57cfd4709251411dcd002c2b
CinemaSerf,"{'name': 'CinemaSerf', 'username': 'Geronimo1967', 'avatar_path': '/1kks3YnVkpyQxzw36CObFPvhL5f.jpg', 'rating': 7.0}","Nobuko Miyamoto is the eponymous lady who runs her small noodle bar always with the same regulars and... well it's all just a bit routine. That is until ""Gorô"" (Tsutomu Yamazaki) and his young sidekick ""Gun"" (Ken Watanabe) arrive and decide they are going to help her realise her dream to improve her shop. Her emporium also serves as the lynch pin for a few tangential stories that focus around her customers and their need for food - and not only for nourishment, either! My favourite has to be the old woman who insists of squishing the life out of his produce then not buying anything - much to the chagrin of the poor shopkeeper. There is also quite a fun tale of an housewife on her deathbed who rises, just before the end, to cook her family a delicious dinner; and of a gangster - clad in a white suit, who finds quite an erotic way to use his dinner, too. It is funny and quirky, this film, with some really engaging performances and the two hours it takes just flies by.",2023-07-17T03:29:50.709Z,64b4b5ae0e4fc800e335e6e7,2023-07-17T03:29:50.814Z,https://www.themoviedb.org/review/64b4b5ae0e4fc800e335e6e7
r96sk,"{'name': '', 'username': 'r96sk', 'avatar_path': None, 'rating': 8.0}","Another super flick from Cartoon Saloon!

After watching and enjoying the Irish Folklore Trilogy from the studio, I simply had to check out their one other film to date: <em>'The Breadwinner'</em>. I actually think that's kind of a boring title to be honest, but thankfully the film is anything but.

It follows the lines that you'd, or at least I'd, expect given the subject matter, but it still adds extra weight to the story alongside plenty of heart. Saara Chaudry leads the voice cast excellently, with those behind the young Canadian putting in solid performances too. The animation, as usual for this Irish animation company, is exquisite.

I'm eager to check out Cartoon Saloon's next film, with <em>'My Father's Dragon'</em> due out at some point this year. Four films in, they haven't put a foot wrong with their releases yet. This 2017 production is very good - 8/10 from me, but it's a borderline 9/10 tbh.",2022-04-11T23:32:39.138Z,6254ba973c3ab0009bccbc3d,2022-04-11T23:32:51.266Z,https://www.themoviedb.org/review/6254ba973c3ab0009bccbc3d
CinemaSerf,"{'name': 'CinemaSerf', 'username': 'Geronimo1967', 'avatar_path': '/1kks3YnVkpyQxzw36CObFPvhL5f.jpg', 'rating': 7.0}","""Parvana"" is a young girl - only eleven years old - who is forced to use all of her wits and intelligence to help her family survive once her father is arrested and imprisoned by the Taliban government in Afghanistan. Her number one problem is, though, that girls are not even allowed outside of their homes without a male relative, much less permitted to work on the streets where she (recently shorn and pretending to be a boy) regales the curious with some fantastic tales of mystery and romance to try to make some money! She now has to tread a very fine line between keeping the cash coming in and avoiding the authorities, whilst she simultaneously works on a plan to try and free her dad. This is a cracking animation that tells a strong story with an engaging lead character who elicits sympathy, certainly, but who also demonstrates strength as her ingenuity is constantly tested by this intolerant administration as she simply refuses to be defeated! The style of the drawing is charming, and the score adds well to a potent story of determination, love and loyalty that is really a most enjoyable watch.",2023-06-17T19:08:00.670Z,648e0490559d220139bd916e,2023-06-17T19:08:00.741Z,https://www.themoviedb.org/review/648e0490559d220139bd916e
Cyberknight,"{'name': 'Cyberknight', 'username': 'Cyberknight', 'avatar_path': None, 'rating': 9.0}","The short film that inspired Terry Gilliam's ""Twelve Monkeys"" (1995). A man travels through time, to his life before World War III, guided by his persistent memories of the past. The story is thoroughly narrated, almost completely made of still greyscale images.",2019-09-29T10:35:30.418Z,5d9088f279b3d4000f8dfc8a,2021-06-23T15:58:27.409Z,https://www.themoviedb.org/review/5d9088f279b3d4000f8dfc8a
CinemaSerf,"{'name': 'CinemaSerf', 'username': 'Geronimo1967', 'avatar_path': '/1kks3YnVkpyQxzw36CObFPvhL5f.jpg', 'rating': 7.0}","A gently touching look at an elderly couple who must deal with present day mental illness told through a retrospective of their not uneventful lives. Rachel McAdams is ""Allie"", a young girl from a wealthy family who falls for ""Noah"" (Ryan Gosling) but her mother wants much better for her, so takes her away to their city home and keeps all of his (365) letters. He joins the Army and fights in WWII and, after time, she meets the handsome, wealthy James Marsden (""Lon"") but before she marries, she returns to their old stomping ground and... To be fair, the young love/boy from the wrong side of the tracks story elements of the plot are a bit old hat. It's the delicate mechanics of the film that work best - James Garner (""Duke"") is reading a story to dementia suffered ""Allie"" (Gena Rowlands) about the shenanigans of a young couple in the 1940s without us necessarily realising how poignant and apposite his story is. Gradually we become more invested in their lives and as the story starts to knit together, we start to appreciate just how hard it can be for a couple where one has this most cruel of illnesses. Good performances all around, and from Joan Allen as her interfering mother make this an engaging drama with a sharp end!",2023-09-04T05:08:04.992Z,64f5663497a4e6259a94e0e8,2023-09-04T05:08:05.129Z,https://www.themoviedb.org/review/64f5663497a4e6259a94e0e8
Wuchak,"{'name': '', 'username': 'Wuchak', 'avatar_path': '/4KVM1VkqmXLOuwj1jjaSdxbvBDk.jpg', 'rating': 7.0}","Tarantino's amusing super-assassin bizarro world  

RELEASED IN 2004 and written/directed by Quentin Tarantino, ""Kill Bill Vol. 2"" completes the story of 2003's ""Vol. 1"" and fills in the holes. Former assassin, The Bride (Uma Thurmon), seeks vengeance after the murder of her fiancé & friends at a wedding rehearsal in El Paso. She takes on formidable thugs Budd (Michael Madsen) and Elle (Daryl Hannah) to finally get to ringleader Bill (David Carradine). Gordon Liu plays master martial artist Pai Mei while Michael Parks is on hand as Esteban Vihaio.

This part of the duology is more dialogue-driven than ""Vol. 1,” fleshing-out the characters and answering many questions. Such as: How is The Bride such an unconquerable fighter? How did Elle lose her right eye? Why did Bill conduct the wedding massacre? How does Budd spend his retirement? The problem is that the characters are all cartoony caricatures, and merciless assassins to boot. It's impossible to give criminal scum ""more depth,"" at least as far as caring for them goes. Let 'em all kill each other for all I care. Moreover, the story is too shallow to warrant such epic treatment and would've been more effective if both films were condensed into a 2.5 hour flick, cutting out the fat.

Still, the movie's so offbeat that it's entertaining in the manner of 1996's ""Mojave Moon,"" but better. It's an interesting combo of spaghetti Westerns, 70's martial arts flicks, Bond-isms and all-around Tarantino quirkiness. But suggesting that the ""Kill Bill"" flicks are cinematic masterpieces of auteurism is overdoing it. Take, for instance, the ridiculous closing credits, which run well over 12 minutes: The plot and characters are unworthy of such pretentious veneration. If you want masterworks by Tarantino, see “Django Unchained” (2012) and “Pulp Fiction” (1994); or even “Inglourious Basterds” (2009) and “Jackie Brown” (1997).

Still, the movie's strangely amusing, the cast is good (especially Carradine) and Bill's Superman analysis is insightful. The Bride’s training with Pai Mei is arguably the best bit.

THE MOVIE RUNS 137 minutes and was shot in Southern California; Beijing, China; and Mexico.

GRADE: B/B- (6.5/10)",2018-07-19T19:39:53.917Z,5b50e9090e0a262594002847,2021-06-23T15:58:10.662Z,https://www.themoviedb.org/review/5b50e9090e0a262594002847
CinemaSerf,"{'name': 'CinemaSerf', 'username': 'Geronimo1967', 'avatar_path': '/1kks3YnVkpyQxzw36CObFPvhL5f.jpg', 'rating': 7.0}","This is so much better than volume one. The ""Bride"" (Uma Thurman) is continuing her quest to avenge herself on the killer of her fiancée and unborn child, but unlike with the first outing we do not face more endless ensemble fight scenes. This is much more focussed and individual. Her encounter with ""Sidewinder"" (Michael Madsen) tests her mettle - and her panic control in a frighteningly claustrophobic manner - before the eyepatch sporting Daryl Hannah (""Elle"") offers probably her finest on-screen performance as together they manage to demolish a motor home using samurai swords and their body weight. We learn more about how she learned her ninja skills under the guise of the curmudgeonly swordsmith and master of all things cerebral ""Hattori Hanzo"" (Sonny Chiba) and all of this builds up to a quirky denouement with her nemesis - the eponymous ""Bill"" (David Carradine) who reminded me throughout of his days as ""Grasshopper"" in ""Kung Fu"". It flies along, this film, with bags of one-to-one action, humour, a decent soundtrack and some interesting historical and cultural undertones that help ground the film more effectively. In my view it is easily the best role Thurman has had to play, and this second outing gives her far more scope to shine as an actor. The writing isn't great - especially towards the end, but that doesn't matter as the escapades, action and strong characters more than compensate for that. My favourite Tarantino film - easily.",2022-10-22T08:40:46.359Z,6353ac8e255dba007def8405,2022-10-22T08:40:46.454Z,https://www.themoviedb.org/review/6353ac8e255dba007def8405
FrontrunnerParis,"{'name': '', 'username': 'FrontrunnerParis', 'avatar_path': None, 'rating': 10.0}","Dazzling Björk in this indictment against the death sentence, in tight close-ups. This film is a UFO, musical without being.",2020-12-31T07:22:56.013Z,5fed7c50ede1b0003e64eab9,2021-06-23T17:13:48.826Z,https://www.themoviedb.org/review/5fed7c50ede1b0003e64eab9
Andres Gomez,"{'name': 'Andres Gomez', 'username': 'tanty', 'avatar_path': None, 'rating': 8.0}",A classical comedy which would be setting some standards with great performance from Clark Gable.,2013-08-21T08:53:42.269Z,52148016760ee3444f12e3ff,2021-06-23T15:57:22.217Z,https://www.themoviedb.org/review/52148016760ee3444f12e3ff
JTomKinser,"{'name': '', 'username': 'JTomKinser', 'avatar_path': None, 'rating': 10.0}","Made nearly 90 years ago and still fun to watch. Sarcastic, witty, and entertaining. ""Mind if I tried? ... You? Don't make me laugh.""",2022-01-31T17:20:38.795Z,61f81a6668929c0068abf0d4,2022-02-02T14:06:16.146Z,https://www.themoviedb.org/review/61f81a6668929c0068abf0d4
CinemaSerf,"{'name': 'CinemaSerf', 'username': 'Geronimo1967', 'avatar_path': '/1kks3YnVkpyQxzw36CObFPvhL5f.jpg', 'rating': 7.0}","Claudette Colbert is great as the independently-minded heiress ""Ellie"" who jumps from her father's yacht and finds herself, nigh-on penniless, on a bus to New York. Also angling for that last seat on the bus is the roguish ""Warne"" (Clark Gable) - a journalist with a nose for a good story. Determined to track her down, her father uses his media empire and soon her photo is all over the press. This doesn't go unnoticed by the shrewd ""Warne"", who soon reckons her story is worth a load of cash to his editor. What neither reckon on though, is that their initial hostility/indifference to each other gradually morphs into something - well, yes, you can guess that bit. Indeed, the story itself has a degree of predictability to it - but that doesn't matter here. This is a quickly paced, well written comedy drama that utilises the intimacy of the bus (or the motels) to provide an excellent vehicle for two actors who just exude a joyous chemistry - never a romantic, or sentimental one - as they try to stay one step ahead of the blokes sent by her father to return her to safety and to her affianced ""King Wesley"" (Jameson Thomas) who is the latest cause of the familial discord (her father loathes this opportunist fellow). Tables are turned and turned again as each try to outmanoeuvre the other - with Walter Connolly turning in quite an engaging performance as the dad who also knows there is more than one way to skin a cat. This might be my favourite Gable outing - he had a lovely smile and glint in his eye for comedy parts when he was enjoying himself and Colbert is also at the top of her game for a thoroughly enjoyable and spirited look at human nature and bloody-mindedness.",2023-03-25T11:43:38.519Z,641ede6ac613ce01268cdfe8,2023-03-25T11:46:43.455Z,https://www.themoviedb.org/review/641ede6ac613ce01268cdfe8
Gimly,"{'name': 'Gimly', 'username': 'Ruuz', 'avatar_path': '/xUObnJSvHrFPsIpoDmb1jiQZLq7.jpg', 'rating': 5.0}","Certainly not a bad piece, but it discards the one thing that is most responsible for _Regular Show's_ success: Its ten minute run time. Now it's obvious why that decision was made, wouldn't be much call for a feature film with a ten minute run time, but the bite-size servings is a major part of the program's appeal. Here, we obviously don't have that, so ""_Regular Show: The Movie_"", is only okay.

Also, why isn't it called _Regular Movie_?

_Final rating:★★½ - Had a lot that appealed to me, didn’t quite work as a whole._",2019-12-28T09:28:13.467Z,5e07202d26dac10017722d55,2021-06-23T15:58:30.773Z,https://www.themoviedb.org/review/5e07202d26dac10017722d55
John Chard,"{'name': '', 'username': 'John Chard', 'avatar_path': '/utEXl2EDiXBK6f41wCLsvprvMg4.jpg', 'rating': 10.0}","Majestic in scope and story telling.

The truth is, is that Ben-Hur deserved every award that was showered upon it. It's a titanic film both in structure and scope. It doesn't need me to go over old ground about how much the film cost to make, the number of extras, the number of sets and etc, it's now folklore that this film could have bankrupted MGM such was the investment, but they needn't have worried since the film went on to make 40 million and still counting.

Every cent spent was worth it because it's a magnificent film, the kind that you can get swept away with, the minute the overture starts you feel little tingles as the hairs on your arms stand up on end, you are aware that for over three hours director William Wyler and lead actor Charlton Heston are going to own you.

The story centres around Judah Ben-Hur (Heston) who through his staunch loyalty to the Jewish race falls out with his dear Roman friend Messala (Stephen Boyd). He is dispatched to be a slave in the galleys and swears revenge on Messala. After pirates attack the ship he is slaved on, he manages to escape and in the process he saves Roman Admiral Quintus Arrius (Jack Hawkins) and this sets Juda on his destiny to enact revenge on his old friend as Quintus makes him a citizen of Rome.

It sounds so simple yet it's a story of the highest order because crucial to the film's core strength is Judah's encounters with Christ, and it's only during the harsh and upsetting final reel that we realise the whole point of the film. There's also strong themes involving family love and loyalty, friendships formed or broken under race and creed banners, and of course religious beliefs and all that comes with that kettle of fish... 

It's epic, it's simply beautiful, it's actually essential viewing for any serious cinema fan, the film's set pieces are still wondrous even today. You will marvel at the chariot race (a stunning 20 minutes long), you will hoist the flag during the pirate attack, and if you have the emotion in you? You will be hit with sombre silence as Christ is crucified. Come the closing music I personally feel like clapping such is the appreciation I have for this truly wonderful film, if you haven't seen it then make a point of doing so because everything that is great about cinema is right here. 10/10",2018-12-24T00:51:29.705Z,5c202d91c3a368700beabf77,2021-06-23T15:58:15.334Z,https://www.themoviedb.org/review/5c202d91c3a368700beabf77
sykobanana,"{'name': '', 'username': 'sykobanana', 'avatar_path': '/j2KpvD880J95lqf3ct4u1MmWZhE.jpg', 'rating': 10.0}","What can be said about this film that hasnt already been said?  
I could (justly) use every superlative known and it still does not cover just how amazing this film is.  It is the essence of EPIC (and not just historical epic).  
It is easy to see why it was not matched in the number of Oscars given for 50 years (and those 'equals' did not include any acting oscars and had more categories to choose from).  

I first watched this as a kid and struggled to stay awake to see the end late at night.  And despite it not having the spectacle of say the Ten Commandments, it became a favourite which I have watched over and over again.  

I adore everything in this film - from the gritty stoic-ness of Heston's acting and cockiness of Boyd's, the fleshed out minor characters, the jaw-dropping sets, stirring score from Rozsa, the stunning costumes and of course to the incredible set pieces.  

This is film perfection that does not feel like its (nearly) 4 hour run time.",2021-04-24T22:37:36.094Z,60849db0befb090029de6b8b,2021-06-23T15:58:54.798Z,https://www.themoviedb.org/review/60849db0befb090029de6b8b
AstroNoud,"{'name': '', 'username': 'AstroNoud', 'avatar_path': '/6zLnrhVdSDzTjhwjKxE5xQdk2Wu.jpg', 'rating': 8.0}","An extremely stylish film showing remarkable cinematographic creativity and vision, even if the story does not truly measure up to the visuals.

8/10",2022-01-15T19:35:56.080Z,61e3221cca0e17006bf56922,2022-01-19T00:25:45.453Z,https://www.themoviedb.org/review/61e3221cca0e17006bf56922
Asa_movies,"{'name': '', 'username': 'Asa_movies', 'avatar_path': None, 'rating': 10.0}","Mary and Max- Am I sad or happy? Am I philosopher?

It's hard to understand weird people. Oh, actually, I'm weird. It's hard to understand normal people. I've been depressed for a great deal of time. Not depressed like: ”oh, I'm not feeling okay now. But everything is okay”. It's something like: “I'm feeling very bad, and sad; probably I'm considered as I am freak. But I consider others as being freaks. I'm not depressed because of weirdness – it's because of life, as it is”. Uncertainly, I'm both Mary and Max.

The first – my state of mind.
Unbearable pressure in head, which I almost can't put literally vertical on my head. It's pretty hard, considering it's mass. I feel like an invisible ghost pushes my head and makes my eyes falling down. Teeth and jaw are stiff. I'm going to sleep. It's the most comfortable way to make reality become unreal and relaxing. I'm crying when the story of the sense of life is being said. I'm smiling when there are people around me. It's a spontaneous reaction. Probably because I'm Max in my mind, Mary in my soul.

People probably wrongly understand depression; or more precisely – they have no idea how actually it functions for real, in mind of attached person. They think they are mad, or they're pretending something wrong is happening- “depression is nothing serious”.

I'm Mary:
I'm ready to finish my living, to kill myself, to die in the full coldness of the life. There is no good person in the world, there is no sense of
life, there is no hapinnes in the world, there is nothing funny to do. But I won't do this. Medicines are really useful. They're changing our brain. I want to be in a closed room, I don't want to eat, I hardly ever sleep, but I'm tired. My willing is just to make me being physically smaller, to become a dot in a nowhere and to forget about everything. I have headaches. I almost haven't eaten anything for a couple a days, I'm sad, unsuccessful, bad in every possible way. There is no meaningless of living. We've been born. We're going to dye. We're nothing. I'm isolated, obsessed with horrible thoughts, (horrible from my point of view). These thoughts are as normal as they could be. I'm right but
nobody understands me. Acting happiness and smiling and funny person makes me feeling even worse after a while. The first thing I'm going to do is to push walls around me, to make me feel pain, to be alone and to do nothing – because, there is nothing to do. The only one friend I believed in disappointed me. Nobody cares. The next state is that I would try to be “normal”. I'm buying stupid cosmetics instead of going to travel. I'm talking to people, doing this as they do. Pretending being cool and perfect. Funny. Communicative. Everything went bad because it's not me. Go ahead!

Now, I'm Max:
Einstein said there were only two infinite things: cosmos and one's stupidity. I agree with him. I am different, I'm maybe even smart, I'm trying to understand the world. Maybe others are, too. Different, and also triers. I like chocolate, I don't have friends, there is no justice in the world. Anxiety and changing mood are no so simple things. Feeling are unpredictable, emotions are strong. Emotions are strong but undefined. I gave up. My psychiatrist is giving me instructions how to act in real life. “This is good, this is bad, in this situation you have to cry, in this to laugh, in this to imitate some nerd.” I was even using small notebook where I wrote “acting explanations”. I met Mary, but who cares. I'm used to living on my own. There is no friend. I am distanced form everyday life, like there is invisible barrier between me and others. It makes me being special; but obviously not in a good way.

We're now good friends. She is the best one for me; but also the only one. Oh, there are more freaks here. Haha. Impossible. She understands my needs, my mind, my reactions, my way of viewing stuff.

The second – don't worry. Robots are walking down the streets. Everyone is the same as the others. They define themselves as normal guys. Just define, don't worry. You can define them as you want The left person is copy of the right one. Everyone is the same. Everyone
has striped hair, blue narrow jeans, the equal brains, the equal opinion.
It's easier acting like they are acting. Just go down the street, listen to the others, turn off your mind, point of view the world and your charm. Just be like others. Be stupid. Be robot. I'm starting to believe Einstein. This is not myth he's very smart. But also you need to be good. Brave, beautiful, funny, intelligent, popular,...(just kidding) ;)

Be who you are, and help humanity. And believe there are also people worth respecting, because they are not robots. You just have to find them. Also they'll find you. They exist. Look bright, go straight. We're here and we can't run out of it. Imagine our life is one adventure we are lucky to have chance to play in. You're not a weirdo. Just go on, enjoy the adventure, be yourself, even when you have to be pathetic as I am now. :) After that, sense of life will come to you; you don't have to search so much! Just relax ;)

Let the game begin!

Written by Mary and Max,
December 2016,
for goodness of the world",2017-04-03T12:58:08.307Z,58e246e0c3a36872de00d543,2021-06-23T15:57:56.179Z,https://www.themoviedb.org/review/58e246e0c3a36872de00d543
Kamurai,"{'name': 'Kamurai', 'username': 'Kamurai', 'avatar_path': '/sKeC7qZLAKreuwxH4x6U3mN7Aa8.jpg', 'rating': None}","Great watch, could watch again, and can recommend.

It is very sad that this happened to people, but the way the story is told is so good that I felt like that sadness melted away fairly quickly.

This movie holds up after 25 years, and it is dated, but with cellphones the story would change dramatically, and that would be a good alternative history subject for a different movie.

A great cast, excellent deliveries, an amazing story, and the cinematography is a favorite on this one.  The setting of a snowy Minnesota really allows for some great isolation scenes and highlights the ""coldness"" of the motivations in the story.

I think they even summarize the events at one point as ""all over a little money"", and it's spot on.

I can't say that any one thing is spectacular, but everything is done so well, I honestly think this is a great example of how to shoot a movie.",2020-10-18T21:37:27.352Z,5f8cb59717c4430036da5fcc,2021-06-23T15:58:46.243Z,https://www.themoviedb.org/review/5f8cb59717c4430036da5fcc
r96sk,"{'name': '', 'username': 'r96sk', 'avatar_path': None, 'rating': 8.0}","I didn't enjoy is as much as I thought I would, but <em>'Fargo'</em> is still very good and something I'd obviously recommend.

I like the cast here, even if it is a bit of a Frances McDormand carryjob to be honest - she is terrific all the way through, absolutely nailing the role. Steve Buscemi is the star away from McDormand, while I've seen a few glimpses of William H. Macy elsewhere but this is his best showing that I've watched thus far. Peter Stormare is good too.

It's an entertaining story, that's for certain! Around 98 minutes was a wise run time call, also. I didn't get that extra little something from it, yet it's a film that I'd more than happily rewatch - largely thanks to McDormand, and Buscemi.",2022-03-23T02:01:55.505Z,623a7f93a349110048e1a1cf,2022-03-23T02:02:28.238Z,https://www.themoviedb.org/review/623a7f93a349110048e1a1cf
Filipe Manuel Neto,"{'name': 'Filipe Manuel Neto', 'username': 'FilipeManuelNeto', 'avatar_path': '/nidqITf735x9xxHfncXkT9BmOQ7.png', 'rating': 8.0}","**An excellent film, although the comedy is so watered down and so sarcastic that it's not funny to most people.**

When I saw this movie for the first time, a few years ago, I didn't understand it, and it annoyed me a lot. However, I've always heard good things about it, and after seeing several Cohen films that I liked, I realized the film's potential and decided to rewatch it. I did it at a good time: the film is better than I thought, and I just didn't know how to evaluate it as it deserved.

The film begins with a note indicating that it is based on real events. It's a joke, actually, as it's entirely fictional. The story, however, can be based on several crimes, because it's nothing that we haven't seen on some TV news: a man who desperately needs money decides to hire two criminals and fake the kidnapping of his own wife, in order to convince his wealthy father-in-law to pay a fat ransom. It turns out that, as is so often the case in Cohen Brothers movies, things don't go as planned, the criminal duo's control gets out of hand and people start to die, as the local authorities, which practically boil down to a pregnant sheriff and a few colleagues, try to investigate what is going on.

The film made a huge sensation among critics and at festivals. It was nominated for several Oscars, but only won two statuettes (Best Original Screenplay and Best Actress). It was also considered by many to be the best film by the Cohen Brothers, a highly relative consideration, which largely depends on the personal taste of the person who claims it. Anyway, it's a good movie, quite tense and dramatic, and where the comedy is in the brutally ironic way in which things happen.

Frances McDormand is an actress who deserves particular attention in this film. She's not the kind of law enforcement officer we'd expect to see, because she appears to have a friendliness and sweetness that goes hand in hand with uncompromising law enforcement or even the use of firearms. However, her character does that and is actually very good at following her lead. Another actor to be congratulated is Steve Buscemi. He gives a huge performance, perhaps one of the best of his career so far. Next to him, Peter Stormare gives us the image of a cold and few-spoken criminal, who exerts brutal violence when he gets angry. William Macy is convincing in the role of the car salesman, with a slimy overdose of hypocritical politeness and cowardice.

Technically, the film has excellent cinematography, where snow and gray tones are the dominant accent. Interestingly, it seems that a lot of artificial snow was used in the film in order to achieve the icy and inhospitable look that the directors wanted. The sets and costumes are very good, particularly McDormand's costume and her hairstyle. The film uses a lot of very good visual and special effects, particularly in the more violent scenes, like the one where the killer tries to tear his victim apart in a shredder. The soundtrack has one of the most interesting main themes in the Cohens' filmography.",2022-09-08T10:50:37.889Z,6319c8fd8ddc34007fa22515,2022-09-08T10:50:37.990Z,https://www.themoviedb.org/review/6319c8fd8ddc34007fa22515
CinemaSerf,"{'name': 'CinemaSerf', 'username': 'Geronimo1967', 'avatar_path': '/1kks3YnVkpyQxzw36CObFPvhL5f.jpg', 'rating': 7.0}","Saw this again recently for it's anniversary, or 4k conversion, - who cares what the reason was, it was just great to see it up on the bg screen again. In my view, it's easily the best of efforts from both the Coen brothers and from the formidable Frances McDormand. Here, she is a pregnant local cop who must deal with a sudden spate of crimes in her magnificently named town ""Brainerd"". William H. Macy (""Jerry"") and the usually under-rated Steve Buscemi (""Carl"") add loads to value to this drama that offers an almost perfect mix of sharp and wittily written dialogue, some clever and poignant performances and a storyline that does border on the surreal at times, but then again we are in Minnesota so is it all that surreal at all? The deliberately staccato nature of the dialogue cannot help raise a smile and a cringe - but that is how it is meant to come across. It takes skill to act like these folks do here, dumbing up and dumbing down to order whilst keeping an eye to a vaguely serious series of underlying plot lines... You won't like all of the characters, indeed some people get their well deserved comeuppance but this is still one of the best films from the 1990s and well worth a watch on a big screen if you can.",2023-08-27T09:16:51.760Z,64eb148345819900c6f8f030,2023-08-27T09:16:51.860Z,https://www.themoviedb.org/review/64eb148345819900c6f8f030
garethmb,"{'name': '', 'username': 'garethmb', 'avatar_path': None, 'rating': None}","The artists at Disney and Pixar have returned with a new animated film “Luca” which will debut on Disney+ on June 18th.

The film introduces audiences to Luca (Jacob Tremblay); a young Sea Monster who lives with his family and fellow fish off the coast of a small town in Italy. Luca is warned not to go on the surface and to avoid humans at all costs by his parents.

When a rebellious Sea Monster named Alberto (Jack Dylan Grazer); happens upon Luca and gets him to the surface; Luca discovers that he and Alberto appear as human boys when their skin is no longer wet.

Fascinated by the rebellious life Alberto leads and amazed by what he sees upon his brief land excursions; Luca looks for new ways to find time on the surface which leads to him being more and more deceptive to his parents.

In time Luca and Alberto head to the village and meet a spunky local girl named Giulia (Emma Berman); who is on a break from school and longs to win a local race in order to get back at the reigning champion and bully.

Luca and Alberto see the race as a chance to win money to buy their own Vespa which they see as the key to exploring the surface world which sets a chain of events into motion as their two worlds are about to collide leading up to the race.

The film is visually appealing, but the story for me dragged and did not have the spark and heart that have made countless PIXAR films enduring classics. While the characters were fine; they did not have the appeal or charisma that I have come to expect with the PIXAR brand.

There have been reports that after “SOUL” was moved from a theatrical release to streaming during the Pandemic that some at PIXAR were upset with the decision to make “Luca” a streaming option.  My take is that it was 100% the correct decision as while it is an entertaining film; it is not one that is likely to light up the Box Office and is better suited for a streaming debut.

The biggest issue with “Luca” is that coming from a studio with such a long line of classics; it fails to reach the levels previously set and while entertaining comes up lacking.

3 stars out of 5",2021-06-16T16:08:48.678Z,60ca22102fccee003fb40e51,2021-06-23T15:58:56.937Z,https://www.themoviedb.org/review/60ca22102fccee003fb40e51
Manuel São Bento,"{'name': 'Manuel São Bento', 'username': 'msbreviews', 'avatar_path': None, 'rating': 7.0}","FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/luca-spoiler-free-review

""Luca follows the studio's formulas of success closely without taking any unique detours, but it still tells a compelling story with relatable characters that gets to the viewers' heartstrings. From the detailed animation that makes the Italian coast look realistically astonishing to Dan Romer's rich score that hits all the right notes, without forgetting the outstanding voice work, every Pixar's trademark technical attribute is present in an admittedly less complex, unsurprising narrative. Enrico Casarosa takes Jesse Andrews and Mike Jones' light screenplay through a generic structure, where the ""feeling/being different"" theme is efficiently developed but closed in an underwhelming manner. Nevertheless, predictability means nothing in a movie where fully-developed characters spend the summer creating genuine friendships with an impactful emotional weight that might induce a couple of tears in the last few powerful minutes. It's not my favorite Pixar flick, but it's definitely a good film that I wholeheartedly recommend watching.""

Rating: B",2021-06-16T16:14:09.422Z,60ca235142d8a50056d9ec6f,2021-06-23T15:58:56.941Z,https://www.themoviedb.org/review/60ca235142d8a50056d9ec6f
Kamurai,"{'name': 'Kamurai', 'username': 'Kamurai', 'avatar_path': '/sKeC7qZLAKreuwxH4x6U3mN7Aa8.jpg', 'rating': 7.0}","Really good watch, could watch again, and can recommend.

This is full of fun and child-like wonder, with a surprising edge to it as there is an usual amount of violence directly related to the main characters.

This has a very wholesome feel to it as it has the romantic aspect of searching for new frontiers and adventures, but not necessarily for romantic relationships.

The story does a good job of pacing out the events of the movie allowing for each aspect to take the focus it needs.

While this is a movie about a triatholon, it's a better story about freedom and acceptance.",2021-06-21T00:05:16.003Z,60cfd7bb43d9b10057a55fd3,2021-06-23T15:58:57.105Z,https://www.themoviedb.org/review/60cfd7bb43d9b10057a55fd3
badelf,"{'name': '', 'username': 'badelf', 'avatar_path': None, 'rating': 5.0}",Meh. Nothing creative here. Cute film and all but certainly not Pixar's best.,2021-12-02T04:16:04.425Z,61a848843dc313009186f425,2021-12-03T21:53:30.771Z,https://www.themoviedb.org/review/61a848843dc313009186f425
